X,Y,FID,AUNumber,InstName,Category,IU,PhoneNumbe,LocationAd,LocationCi,LocationSt,LocationZi,Location_1,Title,Salutation,FirstName,MiddleInit,LastName,AdminPhone,AdminPho_1
-79.78766115265671,40.477983330287721,121,300024610,Kinder Care Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)795-8004,201 Twin Oak Dr,Pittsburgh,PA,15235,0,Director,Ms,Linda,J,Shaffer,(724)727-2937, 
-79.982285532858327,40.290227087147933,122,300025220,Kinder Care Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)653-1800,2901 Ridge Rd,South Park,PA,15129,0,Director,Ms,Monica,T,Trinidad,(646)402-3121, 
-80.092875191616841,40.61735730609071,123,300025230,Kinder Care Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(724)935-5711,106 VIP Drive,Wexford,PA,15090,0,Director,Ms,Jennifer,R,Lies,(724)888-6997, 
-80.044531269437087,40.297291687230064,124,300025240,Kinder Care Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)831-1888,1040 Clifton Rd,Bethel Park,PA,15102,0,Director,Ms,Megan,C,Fisher,(412)576-1664, 
-80.006589162714334,40.538785439627453,125,300025260,Kinder Care Learning Center,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)366-1303,5000 Cheryl Dr,Pittsburgh,PA,15237,0,Director,Ms,Kate,E,Simeone,(412)366-1303, 
-79.994856064667516,40.441362967743878,126,300025890,Kinder Care Learning Center,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)765-3973,600 Grant St,Pittsburgh,PA,15219,2702,Director,Ms,Jennifer,L,Rees,(412)480-1017, 
-80.050893424841803,40.353487652475259,127,303020087,Kinder Care Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)531-1953,1610 N Highland Rd,Mt Lebanon,PA,15228,0,Director,Ms,Melissa,A,Fonda,(412)997-5236, 
-79.750563622201142,40.431847797080437,128,203020081,Kumon Learning Center of Monroeville,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)372-1021,2644 Mosside Blvd.,Monroeville,PA,15146,0,Principal, ,Anita, ,Hattangady, , 
-79.945657245476255,40.510752318258653,129,203026910,Kumon Math and Reading Center of Fox Chapel,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)781-0850,880 Butler Street,Pittsburgh,PA,15223,0,Principal, ,Neelam, ,Mitra, , 
-80.183698131319076,40.538297079530707,130,300025470,Laughlin Childrens Center,"Licensed, Private Academic School",Allegheny IU 3,(412)741-4087,424 Frederick Ave,Sewickley,PA,15143,0,Director,Ms,Karen,L,Borland,(412)262-3303, 
-79.990338212524847,40.443402874790273,131,300020590,"Laurel Highlands Council, BSA","Other Private, Non-Licensed Entity",Allegheny IU 3,(724)329-8534,1275 Bedford Ave,Pittsburgh,PA,15219,3645, , , , , , , 
-79.890506434452519,40.444771468715402,132,300025412,Learning Tree,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)247-4900,907 West St,Pittsburgh,PA,15221,0, , , , , , , 
-79.747783731655517,40.42801375744974,133,300025414,Learning Tree,"Licensed, Private Academic School",Allegheny IU 3,(412)372-2744,2566 Haymaker Rd,Monroeville,PA,15146,0,Director,Ms,Catherine, ,Love,(724)217-4282, 
-80.043728470220501,40.372491159594652,134,203020018,Legacy Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)344-8968,250 Parkway Drive,Pittsburgh,PA,15228,0,Principal, ,Donnah, ,Vance, , 
-80.006146151345447,40.455851655809418,135,300025300,Light of Life Ministries Inc,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)321-4716,10 E North Ave,Pittsburgh,PA,15212,4721, , , , , , , 
-79.938195065276915,40.460756441680125,136,300025440,Louise Child Care Ctr,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,336 S Aiken Ave,Pittsburgh,PA,15232,1019, , , , , , , 
-79.942816503951619,40.445844141603587,137,300021510,Margaret Shadick Cyert Ctr for Early Ed & Prog,"Licensed, Private Academic School",Allegheny IU 3,(412)268-2149,1060 Morewood Ave,Pittsburgh,PA,15213,3814,Director,Ms,Sandra,J,Johns,(412)369-0240, 
-79.818227516873364,40.345755599274746,138,203020013,Mary of Nazareth Catholic Elementary School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)940-9020,1640 Fawcett Avenue,White Oak,PA,15131,0,Principal, ,Lisa, ,George, , 
-79.818227516873364,40.345755599274746,139,203025485,Mary of Nazareth Catholic School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)672-2360,1640 Fawcett Ave,White Oak,PA,15131,0,Principal,Miss,Lynda,B,McFarland, , 
-79.910558092828722,40.405748372316559,140,300020017,Methodist Union of Social Agencies,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)461-1800,120 E 9th Ave,Homestead,PA,15120,0, , , , , , , 
-79.95240391755182,40.515428674230108,141,300026330,Montessori Centre Academy Inc,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)486-6239,1014 William Flynn Hwy,Glenshaw,PA,15116,2636,Principal,Ms,Yolanda,N,Sweenie, , 
-80.186345811414427,40.535154046959143,142,300026470,Montessori Childrens Community,"Licensed, Private Academic School",Allegheny IU 3,(412)741-8982,474 Chadwick St,Sewickley,PA,15143,0,Director,Ms,Claire (Terri),T,Modic,(412)741-2279, 
-80.093541236704453,40.37440826268886,143,300026380,Montessori Childrens Schoolhouse,"Licensed, Private Academic School",Allegheny IU 3,(412)498-4332,150 Vanadium Rd,Bridgeville,PA,15017,0,Director,Ms,Elizabeth,J,Petruccelli,(412)498-4332, 
-80.082951251144891,40.323757492685189,144,300026340,Montessori Early Childhood Center,"Licensed, Private Academic School",Allegheny IU 3,(412)835-3340,2400 Old Washington Rd,Upper St Clair,PA,15241,0,Director,Ms,Joanne, ,Misko,(412)831-2464, 
-80.241218057563529,40.546000475295294,145,303020068,Montessori School for Creative Learning,"Licensed, Private Academic School",Allegheny IU 3,(724)457-5437,1627 Brodhead Rd,Moon Twp,PA,15108,0,Director,Ms,Nancy,L,Mehalic,(412)734-2470, 
-80.023192408802061,40.375368444439388,146,203024285,Mount Lebanon Montessori School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)563-2858,550 Sleepy Hollow Rd,Mount Lebanon,PA,15228,2645,Principal,Mrs,Megan, ,Steen, , 
-80.010863907384916,40.424370580570979,147,300026440,Mt Washington Childrens Center,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)381-1515,200 Southern Avenue,Pittsburgh,PA,15211,0,Director,Ms,Rose Marie, ,Smith,(412)487-5826, 
-80.058396508929292,40.39517095062471,148,303020075,Mushroom Family Learning Center,"Licensed, Private Academic School",Allegheny IU 3,(412)531-1225,1900 Cochran Road,Pittsburgh,PA,15220,0,Director,Ms,Joan, ,Harrison,(412)531-3621, 
-79.932342062398831,40.472772628651896,149,302020002,Neighborhood Academy,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)362-2001,709 North Aiken Ave,Pittsburgh,PA,15206,0,Principal,Ms,Josephine,B,Moore, , 
-79.966192634954879,40.400247025826893,150,303020003,New Outlook Academy,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)885-5200,900 Agnew Rd,Pittsburgh,PA,15227,0,Director,Mr,William, ,Styche,(412)751-4250, 
-79.783485073547041,40.450606577903869,151,303020076,New Story,"Licensed, Private Academic School",Allegheny IU 3,(412)373-2473,715 Bilberry Rd,Monroeville,PA,15146,0,Director,Ms,Denise,J,Rechtorik,(412)373-2473, 
-80.183350271301705,40.538830252015224,152,203024335,Noahs Ark Preschool/St Stephen Kindergarten,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)741-5231,405 Frederick Avenue,Sewickley,PA,15143,0,Principal,Mrs,Melissa,S,Hendricks, , 
-79.749273187803936,40.425509170407402,153,203024355,North American Martyrs School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)373-0889,2526 Haymaker Rd,Monroeville,PA,15146,3508,Principal,Mrs,Nikole, ,Laubham, , 
-80.035583149993656,40.547945865565602,154,203028011,North Hills Kumon,"Nonpublic, Non-Licensed School",Allegheny IU 3,(847)340-7662,1130 Perry Highway,Pittsburgh,PA,15237,0,Principal, ,Vrushali, ,Chandwaskar, , 
-79.945985515932236,40.606748310815014,155,300026980,North Pittsburgh Childrens House Inc,"Licensed, Private Academic School",Allegheny IU 3,(724)444-0480,5031 Oakview Dr,Gibsonia,PA,15044,0,Director,Ms,Marla,C,Pettit,(724)360-3324, 
-80.036303917753443,40.486076386199684,156,202026125,Northside Catholic School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)761-5043,3854 Brighton Rd,Pittsburgh,PA,15212,1602,Principal, ,Rosanne, ,Kwiatkowski, , 
-79.949747341440201,40.449221566485846,157,202024495,Oakland Catholic High School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)682-6633,144 N Craig St,Pittsburgh,PA,15213,2701,Principal,Mrs,Marisa, ,Greco, , 
-80.006822689653916,40.567970758819833,158,300028630,Orion Child Development Center,"Licensed, Private Academic School",Allegheny IU 3,(412)366-3330,8801 Peebles Rd,Allison Park,PA,15101,0,Director,Ms,Mary,A,Hajdukiewicz,(412)374-1396, 
-79.727128958770606,40.620611109254547,159,203020605,Our Lady Most Blessed Sacramnt,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)226-2345,800 Montana Avenue,Natrona Heights,PA,15065,2026,Principal, ,Audrey, ,Bowser, , 
-80.084039842182605,40.372471380982127,160,203024545,Our Lady of Grace School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)279-6611,1734 Bower Hill Rd,Pittsburgh,PA,15243,1545,Principal,Ms,Sharon, ,Loughran Brown, , 
-80.15452609345887,40.502379859786934,161,203024605,Our Lady Sacred Heart HS,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)264-5140,1504 Woodcrest Ave,Coraopolis,PA,15108,3054,Principal, ,Tim, ,Plocinik, , 
-79.856335035779267,40.438334985066476,162,300027200,Pace School,Approved Private School,Pittsburgh-Mt Oliver IU 2,(412)244-1900,2432 Greensburg Pike,Pittsburgh,PA,15221,0,Director,Ms,Karen,B,Shepherd,(412)260-9167, 
-79.99154966255071,40.418271122835577,163,300022270,Pittsburgh Cath Ed Program Inc,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,205 Orchard Pl,Pittsburgh,PA,15210,1617, , , , , , , 
-79.903781390971531,40.448426081862188,164,202024645,Pittsburgh New Church School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)731-0122,299 Le Roi Road,Pittsburgh,PA,15208,0,Principal, ,Cynthia, ,Glenn, , 
-79.882989944806027,40.441473250869699,165,202024675,Pittsburgh Urban Christian Sch,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)244-1779,809 Center St,Pittsburgh,PA,15221,2963,Principal, ,Christy, ,Wauzzinski, , 
-79.884229529168266,40.441964380778259,166,300028150,Plea Development Preschool,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)243-3464,733 South Ave,Pittsburgh,PA,15221,2939, , , , , , , 
-79.884229529168266,40.441964380778259,167,303020074,PLEA School,"Licensed, Private Academic School",Allegheny IU 3,(412)243-3464,733 South Ave,Pittsburgh,PA,15221,0,Director,Ms,Deborah,A,Ferraro,(412)487-5204, 
-80.023889542785028,40.463347606355086,168,300028070,Potak House,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,1105 Island Ave,Pittsburgh,PA,15212,2843, , , , , , , 
-79.798348346709815,40.372640538575894,169,203021385,Praise Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)829-0400,245 Foster Rd,North Versailles,PA,15137,2438,Principal,Mrs,Mary Ann, ,Jacobs, , 
-80.007027837915345,40.451917434091399,170,300028120,Preschool Dev Program,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,10 Allegheny Center,Pittsburgh,PA,15212,5706, , , , , , , 
-80.018938690997331,40.47134954817507,171,300028220,Pressley Ridge Day School-Pittsburgh,Approved Private School,Pittsburgh-Mt Oliver IU 2,(412)321-6995,530 Marshall Ave,Pittsburgh,PA,15214,0,Director,Ms,Michele,L,Woodward,(412)321-6995, 
-80.018938690997331,40.47134954817507,172,302020006,Pressley Ridge School for Autism,"Licensed, Private Academic School",Allegheny IU 3,(412)322-0140,530 Marshall Ave,Pittsburgh,PA,15214,0,Director,Ms,Kathleen, ,Knell,(412)322-0140, 
-80.06746557394932,40.44411158062902,173,303020022,Pressley Ridge School for the Deaf Program,Approved Private School,Allegheny IU 3,(412)321-6995,40 Vancouver Street,Pittsburgh,PA,15205,0,Director,Ms,Natalie,L,Brayer,(412)321-6995, 
-80.236937483725058,40.545558433762487,174,300025390,Pumpkin Patch Preschool Inc,"Licensed, Private Academic School",Allegheny IU 3,(724)457-2029,1555 Brodhead Road,Coraopolis,PA,15108,0,Director,Ms,Justine, ,Roberts,(412)352-6419, 
-80.060220009006002,40.383307895244045,175,300028240,R B Ward Hm Chld,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)343-5985,50 Moffett St,Pittsburgh,PA,15243,1162, , , , , , , 
-79.880078858906415,40.412190617069264,176,300028230,Rankin Christian Center,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)271-8313,230 3rd Ave,Rankin,PA,15104,1191, , , , , , , 
-79.827305366518544,40.52071777549466,177,303020084,Redeemer Lutheran School-Oakmont,"Licensed, Private Academic School",Allegheny IU 3,(412)828-9323,1261 Pennsylvania Ave,Oakmont,PA,15139,0,Director,Ms,Stephanie,L,Stubenbort,(412)824-3413, 
-79.813631006447807,40.494282045740533,178,203024715,Redeemer Lutheran School-Verona,"Licensed, Private Academic School",Allegheny IU 3,(412)828-9323,700 Idaho Avenue,Verona,PA,15147,0,Director,Ms,Stephanie,L,Stubenbort,(412)793-5884, 
-79.870179746072296,40.459751569542888,179,203020017,Renaissance Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)436-1011,235 Eastgate Drive,Pittsbrugh,PA,15235,0,Principal, ,Rosemary, ,Moriarty, , 
-80.175939431617465,40.500757221407973,180,227046205,Rhema Christian School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)269-9555,1301 Coraopolis Heights Rd,Moon Township,PA,15108,2920,Principal, ,Christopher, ,Berndt, , 
-79.952995059314432,40.640069166416048,181,300028320,Richland Township,"Other Private, Non-Licensed Entity",Allegheny IU 3,(724)443-5921,4011 Dickey Rd,Gibsonia,PA,15044,9713, , , , , , , 
-79.98187667723316,40.443128926779089,182,300028340,Right Start Family Dev,"Other Private, Non-Licensed Entity",Allegheny IU 3,(412)624-6040,1835 Centre Ave,Pittsburgh,PA,15219,4305, , , , , , , 
-79.845654422783923,40.504595883838846,183,300029640,Riverview Childrens Center Inc,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)828-2585,655 Sylvan Way,Verona,PA,15147,1162,Principal,Ms,Elizabeth, ,Lisowski, , 
-80.145526083731369,40.46881304110768,184,203024755,Robinson Township Christian School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)787-5919,77 Phillips Ln,Mc Kees Rocks,PA,15136,1021,Principal,Mr,Art, ,Broadwick, , 
-79.958504495223906,40.57869123533618,185,300028450,Royal Oak Nursery School & Kdg,"Licensed, Private Academic School",Allegheny IU 3,(412)487-1668,4413 Mt Royal Blvd,Allison Park,PA,15101,0,Director,Ms,Joanne, ,Potlas,(412)487-3245, 
-79.939027393913506,40.631945886631712,186,300028360,RYF Preschool,"Licensed, Private Academic School",Allegheny IU 3,(724)443-3796,5554 Community Center Dr,Gibsonia,PA,15044,0,Director, ,Jennifer, ,Nicotra,(412)874-8412, 
-80.097671298715383,40.511017288738152,187,300028500,Sacred Heart Cafeteria,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2, ,154 Orchard Ave,Pittsburgh,PA,15202,1532, , , , , , , 
-79.923666130689853,40.455696078589277,188,202024855,Sacred Heart Elementary School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)441-1582,325 Emerson Street,Pittsburgh,PA,15206,0,Principal,Sr,Lynn, ,"Rettinger, SC", , 
-79.947662048933509,40.461996252646912,189,202023425,Saint Maria Goretti,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)621-5199,321 Edmond Street,Pittsburgh,PA,15224,0,Principal,Sr,Mary John, ,"Cook,SHS", , 
-79.922675758750358,40.458080671231478,190,300029360,Salvation Army,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,250 Shady Ave,Pittsburgh,PA,15206,4316, , , , , , , 
-80.069093688655101,40.391197929328648,191,203024227,Scott Township Kumon Center,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)608-4171,2101 Greentree Road,Pittsburgh,PA,15220,0,Principal, ,Rina, ,DelSignore, , 
-80.00921331862736,40.466212653226897,192,300028700,Seabright St Group Home,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,227 Seabright St,Pittsburgh,PA,15214,3617, , , , , , , 
-79.824319041324003,40.325659468273308,193,203025205,Serra Catholic High School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)751-2020,200 Hershey Dr,McKeesport,PA,15132,7000,Principal,Mr,Timothy,J,Chirdon, , 
-80.100705847271016,40.510752415924017,194,300028520,Seton Hall,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,142 Allegheny Ave,Pittsburgh,PA,15202,1402, , , , , , , 
-80.026705789048521,40.385450805248375,195,203024805,Seton Lasalle High School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)561-3583,1000 McNeilly Rd,Pittsburgh,PA,15226,2513,Principal, ,Lauren, ,Martin, , 
-80.189571701125573,40.544883514905585,196,203025225,Sewickley Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)741-2230,315 Academy Ave,Sewickley,PA,15143,1213,Principal,Mr,Kolia,J,O'Connor, , 
-80.198093457677288,40.55584139592527,197,300021470,Sewickley Care & Dev CT,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,325 Church Ln,Sewickley,PA,15143,1013, , , , , , , 
-79.894661059996565,40.447326024020789,198,202025235,Shady Lane School,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2,(412)243-4040,100 N Braddock Ave,Pittsburgh,PA,15208,2509, , , , , , , 
-79.89728144657866,40.444004089773287,199,203025245,Shady Side Academy Junior Sch,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)473-4400,400 S Braddock Ave,Pittsburgh,PA,15221,3215,Principal,Ms,Ellen, ,McConnell, , 
-79.881920035132964,40.530368112029365,200,203025265,Shady Side Academy Middle Sch,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)968-3100,500 Squaw Run Rd E,Pittsburgh,PA,15238,1950,Principal,Ms,Amy,N,Nixon, , 
-79.886905120817829,40.52200468772434,201,203025255,Shady Side Academy Senior Sch,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)968-3000,423 Fox Chapel Rd,Pittsburgh,PA,15238,2247,Principal, ,Katharine, ,Vavpetic, , 
-79.993606023915362,40.434538943473626,202,300020270,Shuman Center Annex,"Other Private, Non-Licensed Entity",Pittsburgh-Mt Oliver IU 2, ,950 2nd Ave,Pittsburgh,PA,15219,3100, , , , , , , 
-79.902813430201761,40.481645788869486,203,300025050,Shuman Center Det Home,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,7150 Highland Dr,Pittsburgh,PA,15206,1206, , , , , , , 
-79.885532353129889,40.440388912148705,204,203020011,Sister Thea Bowman Catholic Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)242-3515,721 Rebecca Avenue,Wilkinsburg,PA,15221,0,Principal, ,April, ,Perry, , 
-79.954583357093554,40.455239735941241,205,302020000,Small Wonders at UPMC,"Licensed, Private Academic School",Pittsburgh-Mt Oliver IU 2,(412)687-3677,3875 Bigelow Blvd.,Pittsburgh,PA,15213,0,Director,Ms,Kelly,R,VanLaningham,(724)256-8820, 
-80.088723456851383,40.624378059204737,206,303022453,Solid Foundations Academy,"Licensed, Private Academic School",Allegheny IU 3,(412)913-8980,119 Neely School Rd,Wexford,PA,15090,0,Director,Ms,Beth, ,Rupert,(412)913-8980, 
-79.856383035459842,40.46330582317573,207,203020016,Solid Rock Christian Academy,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)241-5228,9905 Frankstown Road,Penn Hills,PA,15235,0,Principal, ,Monique,E,Powell, , 
-79.882912560334191,40.444299831070559,208,203020006,Sonshine Christian Center,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)731-5501,729 Wallace Ave.,Pittsburgh,PA,15221,0,Principal, ,Sandy,L,Williams, , 
-80.042363281618606,40.388179555427485,209,300020120,South Area Dev Ctr of ARC,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,3319 W Liberty Ave,Pittsburgh,PA,15216,2201, , , , , , , 
-80.113679946323273,40.35915272914621,210,303020034,Southwood School,"Licensed, Private Academic School",Allegheny IU 3,(724)257-2290,311 Station St,Bridgeville,Pa,15017,0,Director,Mr,Ryan,P,Bistarkey,(412)206-2020, 
-80.082074028303651,40.644843426226252,211,300028670,Spina Bifida Assoc of W PA,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,134 Shenot Rd,Wexford,PA,15090,7455, , , , , , , 
-79.878093292870986,40.368786663125256,212,203025345,St Agnes School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)466-6238,653 Saint Agnes Lane,West Mifflin,PA,15122,2924,Principal,Sr,Cynthia, ,Wessel, , 
-80.043931175962683,40.595786937876625,213,203025385,St Alexis School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)935-3940,10090 Old Perry Hwy,Wexford,PA,15090,9318,Principal,Mr,James, ,Correll, , 
-80.04285547215602,40.553190246912877,214,202025205,St Ann School,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,400 Lincoln Ave,Pittsburgh,PA,15237,1951, , , , , , , 
-80.029517677584579,40.361303307102418,215,203025525,St Anne School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)561-7720,4040 Willow Ave,Pittsburgh,PA,15234,1322,Principal,Ms,Harmony, ,Stewart, , 
-80.070976728170507,40.423151366937105,216,202025455,St Anthony School Programs at Bishop Canevin HS,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(724)940-9020,2700 Morange Road,Pittsburgh,PA,15205,0,Principal,Mrs,Lisa,M,George, , 
-79.824319041324003,40.325659468273308,217,202025475,St Anthony School Programs at Serra Catholic HS,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)940-9020,200 Hershey Dr,McKeesport,PA,15132,0,Principal,Mrs,Lisa,M,George, , 
-79.931728806808863,40.553992911283927,218,203020014,St Anthony School Programs at St Mary,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)940-9020,2510 Middle Road,Glenshaw,PA,15116,0,Principal, ,Lisa, ,George, , 
-80.050108358368917,40.343661206841716,219,203025575,St Anthony School Programs at St Thomas More,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)940-9020,St Thomas More,Pittsburgh,PA,15241,0,Principal,Mrs,Lisa,M,George, , 
-79.900533428755537,40.388048135487928,220,203020015,St Anthony School Programs at St. Therese,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)940-9020,3 St. Therese Court,Munhall,PA,15120,0,Principal, ,Lisa, ,George, , 
-80.10071599104721,40.510936127015896,221,300028710,St Anthonys Hall,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,146 Allegheny Ave,Pittsburgh,PA,15202,1402, , , , , , , 
-79.910018354463318,40.447326298836195,222,202025745,St Bede School,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)661-9425,6920 Edgerton Ave,Pittsburgh,PA,15208,2823,Principal,Mrs,Rebecca, ,Page, , 
-79.971214650381057,40.449476571763547,223,202027885,St Benedict the Moor,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)682-3755,631 Watt Street,Pittsburgh,PA,15219,0,Principal, ,Lauren, ,Rudy, , 
-79.771869023286797,40.441264614689281,224,203025785,St Bernadette School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)372-7255,245 Azalea Dr,Monroeville,PA,15146,1729,Principal,Sr,Carol, ,"Arch, CSJ", , 
-80.043699242634418,40.386940959938471,225,203025805,St Bernard School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)341-5444,401 Washington Rd,Pittsburgh,PA,15216,1621,Principal,Sr,Daniela, ,Bronka, , 
-79.969542823653569,40.532661492108943,226,203025825,St Bonaventure School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)486-2606,2001 Mount Royal Blvd,Glenshaw,PA,15116,2020,Principal,Mrs,Jacqueline,B,Easley, , 
-79.924715454569863,40.437562479274938,227,202026165,St Edmunds Academy,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)521-1907,5705 Darlington Rd,Pittsburgh,PA,15217,1511,Principal,Dr,William,L,Kindler, , 
-79.970388667443629,40.345128424632641,228,203026195,St Elizabeth Elementary School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)881-2958,1 Grove Pl,Pittsburgh,PA,15236,0,Principal,Mrs,Linda,C,Bechtol, , 
-79.970388667443629,40.345128424632641,229,202026225,St Elizabeth HS,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,1 Grove Place,Pittsburgh,PA,15236,0, , , , , , , 
-80.005706400861044,40.356408127365548,230,202026345,St Gabriel School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)882-3353,5200 Greenridge Dr,Pittsburgh,PA,15236,0,Principal, ,Donald, ,Militzer, , 
-80.184233970996146,40.537421911062523,231,203026565,St James School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)741-5540,201 Broad St,Sewickley,PA,15143,1524,Principal,Sr,Christine, ,"Hill, CSJ", , 
-80.028988188098239,40.395627369183849,232,202027805,St John Bosco Academy Inc,"Nonpublic, Non-Licensed School",Pittsburgh-Mt Oliver IU 2,(412)563-0858,2690 Waddington Ave,Pittsburgh,PA,15226,1759,Principal,Mrs,Janet,S,Rakoczy, , 
-79.776604219219195,40.487602015377696,233,203026685,St John the Baptist School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)793-0555,418 Unity Center Rd,Pittsburgh,PA,15239,1320,Principal, ,Phillip, ,Quattrone, , 
-79.727128958770606,40.620611109254547,234,203026785,St Joseph High School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(724)224-5552,800 Montana Ave,Natrona Heights,PA,15065,2026,Principal,Mrs,Beverly,K,Kaniecki, , 
-79.835614463994744,40.506651304803519,235,203026945,St Joseph School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)828-7213,825 2nd Avenue,Verona,PA,15147,0,Principal,Sr,Jean, ,"Uzupis, CSJ", , 
-80.07223941630356,40.316940155925195,236,202027085,St Louise De Marillac School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)835-0600,310 McMurray Rd,Pittsburgh,PA,15241,1616,Principal,Mr,Kenneth, ,Klase, , 
-80.104176332962666,40.4803645714819,237,203027105,St Malachy School,"Nonpublic, Non-Licensed School",Allegheny IU 3,(412)771-4545,343 Forest Grove Rd,Coraopolis,PA,15108,3761,Principal,Mrs,Catherine, ,Militzer, , 
-80.100708680557418,40.510833629774723,238,300028740,St Mary Hall,"Other Private, Non-Licensed Entity",Allegheny IU 3, ,144 Allegheny Ave,Pittsburgh,PA,15202,1402, , , , , , , 
